id,stance
1121732662744502273,believer
985838160402841600,neutral
136083914736406528,believer
708130981128052736,believer
1124179153379569666,believer
1036740880223412225,believer
946736012595691520,neutral
926059578512625665,believer
534400180435824640,neutral
1124981878027685889,neutral
674501710967099392,neutral
640560484509421568,neutral
969288176492675072,believer
916452683506057221,believer
1067575013698613249,believer
948238313789558785,neutral
1128960272100671489,denier
1034093747280076800,believer
914152754049728512,believer
2514507688,believer
984489484417978368,believer
1128212285795729409,neutral
924819670909190144,neutral
994005027315441666,believer
714208056284819456,believer
18901933165,neutral
1016780748190253056,believer
938941329333243905,believer
1038774554846552064,believer
922049731827851264,believer
1042122965473787905,denier
910899024965902336,believer
870900965028888576,neutral
540418068560633856,denier
1076331510008111104,believer
825386908620582912,believer
1070498881631334406,denier
1321469306,believer
686471398454358016,believer
1168461384398626816,believer
791492227130359808,neutral
477835413831155712,neutral
1050679440378757120,denier
1076962386966265856,believer
17792812070,neutral
946855593389604864,believer
1032615520158109696,denier
1069220446711762950,denier
1068585026525298691,believer
636432951706783744,believer
1119591486616735744,believer
1052180096180768768,neutral
1067155552504025093,believer
949882573760749570,neutral
943884629496549376,believer
1006299212751855616,believer
948939770419339265,believer
998050646,denier
992506640451727361,believer
959665522123001857,believer
1128876830771953664,believer
912300774260133888,believer
6035073495,neutral
1069048163401576448,neutral
374291904529068032,neutral
791216607821307904,neutral
1001972794316525568,believer
1068354835789934592,believer
941411996146155520,neutral
1121309831057403909,denier
1118869737109434372,believer
1068144366529769472,believer
957522035365875713,denier
947111889460396033,believer
1067286473131679745,neutral
684394144995893248,neutral
635848789006249984,neutral
872751239464923136,believer
959620517102841856,believer
528379952052191232,neutral
1077754570346921985,believer
18751841478,neutral
771200690072846336,believer
1085520520152600576,neutral
1123747039483965440,neutral
1120212638477312000,denier
1128053081986424832,believer
577974138394025984,denier
1039364135245340673,neutral
1000883833699471361,denier
940079633818533889,believer
232264855552413696,neutral
988052107520626688,believer
1122075270725287936,believer
540356624217415680,believer
1067431983632941056,believer
871222197007794176,believer
1054100735829381121,believer
912129530978062336,neutral
1073605712784343040,believer
755913979340337152,believer
572487848969965568,neutral
1047397275880775680,believer
979688794604625920,believer
993551576550621184,believer
747273993657298944,believer
994309204163944449,believer
1004820059095814145,believer
1068375907130175493,believer
906921070174855168,believer
949313566720581634,believer
977159232255660032,believer
1077022641691770880,believer
922271151258251266,believer
988382088679346176,believer
717761963011530752,believer
1014561325966651392,believer
950774545430011904,believer
1038151403259260929,believer
180979009901965312,neutral
606108459600248832,believer
1041770339662000128,believer
950194460901523457,neutral
1051372832712740864,believer
1067505660911386624,denier
758344361989988352,believer
1125454846495268865,believer
689072171545661440,believer
937851563460255744,believer
1049648000656658434,believer
14623549706,neutral
1128896477064060928,believer
1149891157960228864,believer
824322089435926528,neutral
929678727549800448,believer
26116367244,neutral
1035443940193796096,denier
1049362538041946112,believer
1042994995345555456,believer
1016417638401150981,neutral
726613880261103616,believer
980939562372550656,neutral
628487326969253888,believer
1006879560930086915,believer
939604214828978176,neutral
636972800520138752,neutral
1049967793733545984,believer
1071629870684205056,believer
625653499796152320,believer
767542301690204160,believer
863371103363883008,believer
1014933695885598721,believer
870747456698535936,believer
824695931861770240,neutral
794254403511275520,believer
1074048873457307648,believer
1044990547193196545,neutral
969447235183349760,believer
610944021393969152,believer
547362452133134336,neutral
1073547418661195782,neutral
947188432425676801,neutral
604038919248707584,believer
1015109584212537344,believer
872324170625015808,believer
1054217206504931328,believer
1068172620393271296,believer
920694719360917506,believer
1067989618161672193,believer
1067147204576579590,believer
18055376786,believer
993154094654160897,believer
1016406259124318209,believer
1124081436976451587,believer
958803929231437824,neutral
330559400794288128,neutral
987611921133260800,believer
978667656214646785,believer
6567580662,believer
6543667759,believer
979012207840301057,neutral
1067162717365174273,believer
584658229948481536,believer
1120342747938877441,neutral
872284692074029056,believer
441218812394741760,neutral
1102685935794352000,believer
585070366340579328,believer
912291204792045568,believer
638693866007343104,believer
1070576907740217345,neutral
1120143076150824960,neutral
1001953993587818496,believer
948751143714349057,neutral
511293613570265088,neutral
718600371166384128,believer
954183373383061504,believer
6266192529,neutral
933902510028443651,believer
934884814628499456,believer
940555187185504256,believer
1032719972315881477,believer
1071179336915578881,believer
568398396077182976,believer
986031093227892736,believer
933803160723787776,believer
248280094081163264,neutral
319097718947581952,denier
921022361968807937,believer
946765548406362115,believer
1069735288036081664,believer
539984326612779008,believer
1138662435739578368,believer
948635096403337217,believer
864998762602651648,neutral
40051380316155904,believer
1072270247141400577,believer
745181885509206016,believer
1067193213168091141,denier
997259827612090368,believer
243867496577396736,neutral
1124579702100901888,believer
1121035878678315013,believer
1002386932381470721,believer
1044692070630412290,believer
1126516014840025088,neutral
13809823929,believer
1016262416081047553,believer
975151481698451456,believer
937830945108963328,believer
1078495371515609089,believer
1121783864400039936,denier
1017458786947063808,neutral
1046469098467602433,believer
869953818368376832,believer
1076338220227616768,believer
8850479521,believer
1120453635924688896,believer
608131858019328000,believer
746887858636599296,neutral
1014781256050069505,neutral
946709763739484161,believer
1016700817640833034,believer
919635347834789888,believer
469920999031316480,denier
871691064326975488,believer
1040006719542198272,believer
1128130851621879808,denier
987140543133216769,denier
9490919867,believer
1124016896272154624,believer
1016330977440919552,neutral
1077840409211138048,believer
374392763912957952,believer
1071121134282665984,believer
944752342255198208,believer
1068793990311333888,believer
935477732783386626,believer
596809447919460352,believer
989490050462347264,believer
1125057272898396160,believer
939543973059641344,believer
949278244506931201,believer
608732395349667840,believer
1120173283767459841,believer
674685407875883008,believer
1131231693518516224,neutral
979488556677844994,believer
710138823032893440,denier
984882963262291969,believer
1013055073570775040,believer
567182487357366272,neutral
1122215594009481222,believer
182012495832166400,denier
1077844572523413504,believer
1033311242453229568,denier
1075963131199926272,believer
1119419775157858305,believer
1161852084049735680,believer
672463792379265024,neutral
1002342716913659904,believer
925382369262977024,believer
660138798941097984,believer
118125703765045248,neutral
531810366964387840,denier
828931871262257152,believer
1049497253705080833,believer
604982193023119360,neutral
1049476424262807552,believer
947116549176995841,believer
950248261779992576,neutral
651053507731066880,neutral
932222664730710018,denier
921001004186955776,believer
728064123695599616,believer
1068619198782365697,believer
1127048320030060544,believer
958377746958139393,believer
802695643307409408,believer
946902105004171265,believer
978985508117368832,neutral
6234588958,neutral
1079098432252452864,denier
875258572854239232,believer
1081399808483418112,believer
941425248678875136,believer
778197283737305088,believer
6737789358,neutral
937744962342543362,believer
971028010139815936,believer
571982152990134272,believer
1126921641420783617,believer
661627277319364608,neutral
996934276678549504,neutral
1074011020178292736,believer
790263460256964608,believer
1119973321938849794,neutral
925794049839259648,believer
23876549000,believer
1081655514218594304,believer
1046172515587031040,believer
342392287667580928,believer
1079592559566045184,believer
963386357371449345,believer
1072801991406034945,believer
1128105417031258119,believer
878932855648374784,neutral
964023766132187136,believer
1070417309615996931,neutral
952102999777669121,believer
1079482375921381378,believer
1129822931138142208,believer
910933101697732608,denier
8969799994,believer
995940900869234688,denier
1127015568039538688,believer
543159465051451392,believer
1046131984429281280,believer
902219086767284224,neutral
8791750218,believer
1119212602436071424,believer
934602947580907520,believer
6433251890,believer
920143405740564480,denier
960947788811993089,denier
1130133692255547393,believer
555285861487902720,denier
962853942869688326,neutral
999292595783299072,believer
1006508169827405824,believer
533196870487912448,neutral
1039752507017383937,believer
788928072779075584,believer
681555275170639872,believer
1078094312347361282,neutral
1130014257859317760,believer
1047976329654595584,neutral
1128351177828175872,neutral
970206431986311170,believer
1045145523211173888,believer
1006096717148770304,neutral
958936542915031042,believer
981544420074901506,believer
940233676763353089,believer
1032460425651257344,believer
972961716500860928,believer
968815857815126016,believer
664256487967997952,believer
1003361472326479872,believer
917605186117529600,believer
940399997807239170,denier
947769647348187137,believer
8870653002,neutral
914589719157231616,believer
1120282871137210369,believer
911261259965669376,believer
988797632159109120,believer
6390444270,neutral
1130008740781088768,believer
14198208061,neutral
4338438635,neutral
1033434969488510977,neutral
925461441666256896,believer
1037407306697388032,neutral
928377048749441024,believer
1072873162050846721,believer
640369138007830528,believer
957861676124008448,denier
734841372805595136,neutral
991687409048965120,believer
937738417693061120,believer
1840642607,neutral
919507683585265664,believer
988171547260149760,denier
1069825699727454208,believer
939147428271394816,neutral
694947121749950464,believer
733034008867545088,believer
130320376189288448,neutral
955668482665992192,believer
946778117066149888,believer
928671788694933504,believer
118931660191432704,neutral
465870335066132480,neutral
1009127757132058624,believer
1049119699932405761,believer
1081162020148391937,believer
1175046903056207872,believer
1096248039868588032,believer
966310541089214470,believer
956073742807060480,neutral
979868974237315073,believer
915475515158421504,neutral
1122990200794296322,believer
978187682940702721,believer
919582225963741185,believer
979543157946843141,believer
1049642492226887682,believer
942912441188368384,denier
994252449216053249,believer
511931211170586624,believer
615969331407552512,believer
541796884063342592,believer
1008542702596546561,believer
969515852986044417,believer
604544765095329792,believer
931357821798674432,believer
933645778375053312,believer
953701812565094400,believer
964480152435609601,believer
1128054143329996800,believer
1080793288066678784,believer
13871491868,neutral
8913980722,believer
933787914881961985,believer
969748485720375296,neutral
976972381150466048,denier
1049311200511754245,believer
610895746137616384,believer
675820464069980160,believer
470754548857188352,believer
1128286621017657216,believer
922222209984290816,believer
1126817227020406784,believer
6208966237,believer
969891518290059265,neutral
1166080613587333120,believer
1068427654506926080,believer
681414927677046784,neutral
778280967920316416,believer
1068118457126973440,believer
680140909611200512,neutral
962804138106028032,believer
963939847193808896,believer
1067453909059407872,believer
937871594248077313,believer
727610638642511872,believer
1075923160367648770,believer
768940241357070336,believer
435728849079640064,denier
1118617777395392513,believer
1029061205472755714,neutral
922830131579588608,believer
1029919606322810880,believer
639031702694817792,believer
1068151983037534208,believer
946838294775529472,believer
1119670850280546304,believer
674283331815510016,believer
824560021572911104,believer
326237005736456192,neutral
1043865126086922240,believer
610037761849098240,believer
1119307646597828614,believer
593897470146445312,neutral
1032981749146558465,believer
1166058048206462976,believer
630382483608051712,neutral
687100858174017536,neutral
859611736776691712,believer
1073700174596321280,neutral
1122612350534787072,believer
1039147740440285184,believer
968844764849299456,believer
1003660662378258432,neutral
4897464562,denier
919886307136065543,believer
1037698419177926656,believer
6973578258,believer
853947356542357504,believer
1071499669270876161,believer
953608019178414081,neutral
1120359550429822979,believer
998943242359132160,believer
963878262983221258,believer
642698786834255872,believer
1128545162509025280,believer
953865457550921729,denier
928741290291773441,denier
1070787002973458433,believer
542173317030244352,believer
934842319035158529,believer
963291753485873153,believer
585254328165892096,believer
1123599968646856832,neutral
1015289968531390465,believer
1031778890174291969,believer
923632150309687298,believer
989362244738781184,believer
1081608947050663936,neutral
1082162982719815681,believer
955781541841514496,believer
930161778390073346,believer
141881284862545920,neutral
6464386634,denier
729778086514982912,believer
1005104595868110848,believer
583387175376539648,neutral
1082192467070468096,believer
995350633132703744,neutral
977002518688526336,denier
298954660386070528,neutral
947123550086889473,believer
1045039708349386752,believer
998912631070117888,believer
941077762743209984,believer
342373893857742848,believer
318016355276320768,denier
548307255011995648,neutral
1126519101759807489,believer
938563959011102725,believer
989343901675814913,believer
675323225283371008,believer
1035230548631871488,believer
579670300314378240,believer
731888012695605248,believer
911893655279083521,believer
931875641154260993,believer
20237567747,neutral
1123800026222874624,believer
220114018218676224,neutral
983104543180369921,believer
1129183790029578240,believer
929988603077431296,believer
736021416001175552,believer
976444875120852992,believer
4809198688,neutral
930515481198342144,believer
788168871618289664,denier
304776824569884672,neutral
982010841452236800,believer
7049920259,neutral
1119287887248482309,believer
1049449852214501376,believer
1081891872568680448,neutral
937580639070670848,believer
1032911551672578048,neutral
1050065976312700929,believer
4887259228,believer
1129090490916319232,denier
